Count,City,State/Province,Longitude,Latitude
1,Hermitage, PA,-80.45,41.23
2,Hermitage, TN,-86.62,36.19
3,Hermosa Beach, CA,-118.39,33.86
1,Hernando, MS,-89.99,34.83
7,Herndon, VA,-77.4,38.97
3,Hershey, PA,-76.68,40.26
4,Hesperia, CA,-117.29,34.47
1,Hewlett, NY,-73.7,40.64
1,Hghlands Ranch, CO,-105.01,39.55
4,Hialeah, FL,-80.32,25.85
1,Hiawassee, GA,-83.76,34.95
1,Hickory Creek, TX,-97.04,33.13
3,Hickory, NC,-81.34,35.75
2,Hicksville, NY,-73.53,40.76
4,High Point, NC,-80.02,35.98
1,Highland Heights, KY,-84.47,39.03
3,Highland Park, IL,-87.83,42.19
1,Highland, CA,-117.2,34.12
1,Highland, IN,-87.47,41.52
9,Highlands Ranch, CO,-104.94,39.54
1,Highspire, PA,-76.79,40.22
1,Highwood, IL,-87.82,42.22
1,Higley, AZ,-111.69,33.33
2,Hilliard, OH,-83.12,40.03
12,Hillsboro, OR,-122.87,45.54
1,Hillsboro, TX,-97.09,32.01
1,Hillsborough, NJ,-74.65,40.5
1,Hillsdale, NJ,-74.04,41.0
1,Hillside, IL,-87.88,41.87
4,Hilo, HI,-155.07,19.7
4,Hilton Head, SC,-80.76,32.16
1,Hinesville, GA,-81.64,31.97
2,Hingham, MA,-70.9,42.25
3,Hinsdale, IL,-87.93,41.8
2,Hiram, GA,-84.75,33.89
2,Hixson, TN,-85.24,35.12
2,Hobbs, NM,-103.14,32.73
3,Hoboken, NJ,-74.03,40.74
1,Hockessin, DE,-75.71,39.77
5,Hoffman Estates, IL,-88.14,42.05
1,Holladay, UT,-111.8,40.64
7,Holland, MI,-86.11,42.8
2,Holland, OH,-83.7,41.61
3,Hollister, CA,-121.39,36.84
1,Hollister, MO,-93.2,36.58
3,Holly Springs, NC,-78.8,35.66
6,Hollywood, CA,-118.34,34.1
5,Hollywood, FL,-80.18,26.03
3,Holyoke, MA,-72.64,42.17
1,Homer, AK,-151.54,59.64
1,Homestead, FL,-80.46,25.48
1,Homewood, AL,-86.77,33.47
3,Homewood, IL,-87.68,41.56
42,Honolulu, HI,-157.83,21.28
2,Hood River, OR,-121.5,45.71
5,Hoover, AL,-86.85,33.36
1,Hopewell, VA,-77.33,37.26
1,Hopkins, MN,-93.42,44.93
1,Hopkinsville, KY,-87.47,36.83
2,Hopkinton, MA,-71.54,42.22
1,Horn Lake, MS,-90.01,34.96
1,Horsham, PA,-75.13,40.18
1,Hot Springs, AR,-93.06,34.46
1,Houma, LA,-90.75,29.61
154,Houston, TX,-95.5,29.85
1,Howard Beach, NY,-73.84,40.66
1,Howell, MI,-83.76,42.63
1,Howell, NJ,-74.22,40.14
1,Hudson, OH,-81.44,41.24
1,Hudson, WI,-92.72,44.96
1,Hudsonville, MI,-85.85,42.89
1,Hull, GA,-83.31,34.08
10,Humble, TX,-95.27,30.02
5,Huntersville, NC,-80.9,35.44
2,Huntingdon Valley, PA,-75.09,40.09
19,Huntington Beach, CA,-117.99,33.69
2,Huntington Park, CA,-118.23,33.99
2,Huntington Station, NY,-73.41,40.82
2,Huntington, NY,-73.43,40.87
2,Huntington, WV,-82.32,38.4
2,Huntley, IL,-88.43,42.14
7,Huntsville, AL,-86.59,34.77
5,Huntsville, TX,-95.55,30.71
6,Hurst, TX,-97.2,32.83
2,Hutchinson, KS,-97.92,38.11
1,Hutchinson, MN,-94.38,44.87
1,Hutto, TX,-97.56,30.54
2,Hyannis, MA,-70.29,41.67
3,Hyattsville, MD,-76.98,38.97
4,Idaho Falls, ID,-112.02,43.51
1,Idaho Springs, CO,-105.5,39.74
1,Incline Village, NV,-119.95,39.25
1,Independence, KY,-84.55,38.93
7,Independence, MO,-94.44,39.05
1,Independence, OH,-81.64,41.4
1,Indialantic, FL,-80.57,28.09
1,Indian Harbor Beach, FL,-80.58,28.15
1,Indian Trail, NC,-80.65,35.05
2,Indiana, PA,-79.18,40.61
56,Indianapolis, IN,-86.26,39.85
5,Indio, CA,-116.23,33.71
5,Inglewood, CA,-118.35,33.96
1,Inman, SC,-82.0,35.06
1,Inver Grove Heights, MN,-93.08,44.82
4,Iowa City, IA,-91.53,41.64
1,Irmo, SC,-81.19,34.09
1,Irondequoit, NY,-77.58,43.2
26,Irvine, CA,-117.83,33.65
8,Irving, TX,-96.99,32.92
1,Irwin, PA,-79.69,40.32
1,Irwindale, CA,-117.94,34.11
1,Iselin, NJ,-74.3,40.56
1,Isla Vista, CA,-119.86,34.41
1,Islamorada, FL,-80.61,24.94
1,Island Park, NY,-73.65,40.6
1,Islandia, NY,-73.16,40.81
1,Islip, NY,-73.21,40.73
12,Issaquah, WA,-122.06,47.55
1,Itasca, IL,-88.01,41.97
3,Ithaca, NY,-76.5,42.44
1,Jackson Heights, NY,-73.89,40.75
1,Jackson Hole, WY,-110.75,43.48
2,Jackson, CA,-120.8,38.37
1,Jackson, FL,-81.61,30.2
2,Jackson, MI,-84.42,42.27
1,Jackson, MO,-94.36,38.92
2,Jackson, MS,-90.15,32.36
5,Jackson, TN,-88.85,35.67
2,Jackson, WY,-110.76,43.48
2,Jacksonville Beach, FL,-81.39,30.25
1,Jacksonville Mandarin, FL,-81.63,30.19
1,Jacksonville, AR,-92.11,34.89
36,Jacksonville, FL,-81.5,30.36
3,Jacksonville, NC,-77.4,34.79
9,Jamaica, NY,-73.79,40.65
1,Jamestown, NC,-79.93,35.97
1,Jamestown, NY,-79.29,42.1
1,Jamison, PA,-75.09,40.26
2,Janesville, WI,-89.0,42.72
1,Jasper, GA,-84.46,34.47
2,Jefferson City, MO,-92.21,38.58
1,Jefferson, GA,-83.61,34.12
2,Jeffersontown, KY,-85.59,38.21
1,Jeffersonville, OH,-83.6,39.62
1,Jenison, MI,-85.79,42.91
1,Jenkintown, PA,-75.13,40.1
2,Jensen Beach, FL,-80.27,27.24
1,Jericho, NY,-73.53,40.79
6,Jersey City, NJ,-74.04,40.73
1,Jessup, MD,-76.79,39.17
1,Jim Thorpe, PA,-75.64,40.97
1,Johns Creek, GA,-84.18,34.05
1,Johns Island, SC,-80.15,32.61
5,Johnson City, TN,-82.37,36.31
2,Johnston, IA,-93.74,41.66
1,Johnstown, CO,-104.98,40.41
1,Johnstown, PA,-78.85,40.28
1,Joint Base Andrews, MD,-76.89,38.81
3,Joliet, IL,-88.2,41.55
4,Jonesboro, AR,-90.67,35.82
1,Jonesborough, TN,-82.49,36.29
4,Joplin, MO,-94.53,37.07
1,Junction City, KS,-96.82,39.02
1,Junction City, OR,-123.21,44.23
2,Juneau, AK,-134.55,58.36
4,Jupiter, FL,-80.09,26.93
1,Kahului Airport, HI,-156.44,20.89
6,Kahului, HI,-156.47,20.89
2,Kailua, HI,-157.74,21.39
3,Kailua-Kona, HI,-155.99,19.65
5,Kalamazoo, MI,-85.65,42.27
3,Kalispell, MT,-114.33,48.24
1,Kamuela, HI,-155.67,20.02
3,Kaneohe, HI,-157.8,21.4
3,Kansas City, KS,-94.76,39.12
26,Kansas City, MO,-94.64,39.21
1,Kapaa, HI,-159.32,22.06
3,Kapolei, HI,-158.09,21.33
18,Katy, TX,-95.78,29.76
2,Kearney, NE,-99.08,40.72
2,Keene, NH,-72.29,42.93
1,Keesler Afb, MS,-88.91,30.41
3,Keizer, OR,-123.0,45.01
3,Keller, TX,-97.23,32.93
2,Kelso, WA,-122.9,46.15
2,Kemah, TX,-95.02,29.54
1,Kendall, FL,-80.42,25.68
1,Kenilworth, NJ,-74.28,40.68
2,Kenmore, WA,-122.25,47.76
2,Kennebunk, ME,-70.54,43.39
3,Kenner, LA,-90.25,30.02
10,Kennesaw, GA,-84.56,34.02
1,Kennett Square, PA,-75.68,39.86
6,Kennewick, WA,-119.22,46.21
4,Kenosha, WI,-87.82,42.62
2,Kensington, MD,-77.08,39.03
1,Kent, OH,-81.35,41.15
17,Kent, WA,-122.24,47.44
1,Kent,", WA",-122.3,47.37
1,Kentwood, MI,-85.63,42.85
1,Kerman, CA,-120.04,36.73
3,Kernersville, NC,-80.1,36.11
1,Kerrville, TX,-99.17,30.06
1,Ketchikan, AK,-131.67,55.35
1,Ketchum, ID,-114.36,43.69
1,Kettering, OH,-84.12,39.7
1,Kettleman City, CA,-119.96,35.99
1,Kew Gardens, NY,-73.83,40.71
1,Key Biscayne, FL,-80.16,25.7
1,Key Largo, FL,-80.44,25.09
4,Key West, FL,-81.81,24.56
1,Keystone, CO,-105.94,39.61
3,Kihei, HI,-156.45,20.75
1,Kill Devil Hills, NC,-75.65,35.99
4,Killeen, TX,-97.8,31.15
1,King City, CA,-121.14,36.2
1,King George, VA,-77.05,38.35
8,King Of Prussia, PA,-75.39,40.09
3,Kingman, AZ,-114.04,35.23
1,Kings Beach, CA,-120.04,39.24
1,Kings Island, OH,-84.25,39.36
1,Kings Mountain, NC,-81.4,35.24
1,Kingsburg, CA,-119.56,36.52
2,Kingsport, TN,-82.52,36.54
1,Kingston, MA,-70.71,41.97
2,Kingston, NY,-73.99,41.96
2,Kingston, WA,-122.54,47.81
1,Kingstowne, VA,-77.14,38.77
1,Kingsville, TX,-97.86,27.52
2,Kingwood, TX,-95.18,30.05
13,Kirkland, WA,-122.18,47.68
1,Kirksville, MO,-92.57,40.2
1,Kirkwood, MO,-90.41,38.58
5,Kissimmee, FL,-81.62,28.33
1,Kittery, ME,-70.73,43.11
1,Kitty Hawk, NC,-75.72,36.1
2,Klamath Falls, OR,-121.75,42.21
2,Knightdale, NC,-78.5,35.79
1,Knoxville West, TN,-84.05,35.92
18,Knoxville, TN,-83.94,35.95
1,Kodiak, AK,-152.37,57.81
1,Kokomo, IN,-86.13,40.44
1,Koloa, HI,-159.46,21.88
1,Kona, HI,-156.0,19.65
1,Kuna, ID,-116.41,43.49
1,Kutztown, PA,-75.78,40.51
2,Kyle, TX,-97.84,30.0
2,La Canada, CA,-118.19,34.2
2,La Crescenta, CA,-118.25,34.23
2,La Grande, OR,-118.08,45.32
1,La Grange, GA,-84.98,33.04
1,La Grange, IL,-87.87,41.81
5,La Habra, CA,-117.97,33.92
9,La Jolla, CA,-117.24,32.88
7,La Mesa, CA,-116.96,32.75
3,La Mirada, CA,-118.01,33.9
3,La Plata, MD,-76.98,38.54
1,La Puente, CA,-117.95,34.04
4,La Quinta, CA,-116.3,33.68
4,La Verne, CA,-117.77,34.12
8,Lacey, WA,-122.83,47.04
1,Lacy Lakeview, TX,-97.11,31.6
2,Ladera Ranch, CA,-117.63,33.56
1,Ladue, MO,-90.4,38.63
2,Lady Lake, FL,-81.93,28.93
3,Lafayette, CA,-122.12,37.89
2,Lafayette, CO,-105.1,39.99
5,Lafayette, IN,-86.92,40.45
6,Lafayette, LA,-92.05,30.16
1,Lagrange, KY,-85.36,38.38
3,Laguna Beach, CA,-117.79,33.55
3,Laguna Hills, CA,-117.73,33.61
6,Laguna Niguel, CA,-117.72,33.53
1,Laguna Woods, CA,-117.71,33.61
4,Lahaina, HI,-156.68,20.88
2,Lake Bluff, IL,-87.88,42.28
5,Lake Buena Vista, FL,-81.59,28.36
5,Lake Charles, LA,-93.26,30.21
1,Lake City, FL,-82.67,30.18
1,Lake Delton, WI,-89.78,43.58
5,Lake Elsinore, CA,-117.37,33.69
7,Lake Forest, CA,-117.68,33.68
3,Lake Forest, IL,-87.87,42.22
1,Lake Forest, WA,-122.28,47.75
2,Lake Geneva, WI,-88.41,42.6
2,Lake Grove, NY,-73.13,40.87
4,Lake Havasu City, AZ,-114.34,34.47
1,Lake In The Hills, IL,-88.33,42.18
1,Lake Isabella, CA,-118.48,35.62
1,Lake Jackson, TX,-95.46,29.05
2,Lake Mary, FL,-81.36,28.78
1,Lake Orion, MI,-83.24,42.78
11,Lake Oswego, OR,-122.72,45.41
1,Lake Park, FL,-80.09,26.8
1,Lake Placid, NY,-73.99,44.29
1,Lake Ridge, VA,-77.31,38.69
1,Lake St. Louis, MO,-90.78,38.77
3,Lake Stevens, WA,-122.1,48.0
1,Lake Worth, FL,-80.05,26.62
1,Lake Worth, TX,-97.43,32.81
4,Lake Zurich, IL,-88.11,42.19
6,Lakeland, FL,-81.97,28.1
2,Lakeland, TN,-89.76,35.21
1,Lakeport, CA,-122.93,39.05
1,Lakeside, AZ,-109.96,34.14
1,Lakeside, CA,-116.93,32.86
4,Lakeville, MN,-93.18,44.72
2,Lakeway, TX,-97.97,30.34
6,Lakewood, CA,-118.12,33.86
13,Lakewood, CO,-105.1,39.74
1,Lakewood, NJ,-74.16,40.06
9,Lakewood, WA,-122.51,47.17
1,Lambertville, MI,-83.63,41.75
6,Lancaster, CA,-118.2,34.66
1,Lancaster, NY,-78.7,42.95
2,Lancaster, OH,-82.58,39.72
6,Lancaster, PA,-76.2,40.03
1,Land O Lake, FL,-82.44,28.19
1,Lander, WY,-108.75,42.84
1,Landrum, SC,-82.22,35.13
1,Lanesboro, MA,-73.18,42.54
4,Langhorne, PA,-74.88,40.18
1,Lanham, MD,-76.82,38.96
1,Lansdale, PA,-75.29,40.25
2,Lansing, MI,-84.65,42.74
1,Lapeer, MI,-83.32,43.04
1,Laporte, TX,-95.03,29.65
3,Laramie, WY,-105.59,41.32
1,Larchmont, NY,-73.76,40.93
5,Laredo, TX,-99.48,27.61
4,Largo, FL,-82.76,27.92
2,Largo, MD,-76.82,38.9
1,Larkfield, CA,-122.75,38.5
1,Larkspur, CA,-122.51,37.95
5,Las Cruces, NM,-106.78,32.29
157,Las Vegas, NV,-115.2,36.12
5,Latham, NY,-73.76,42.73
2,Lathrop, CA,-121.29,37.82
1,Latrobe, PA,-79.39,40.29
1,Lauderhill, FL,-80.25,26.19
2,Laughlin, NV,-114.58,35.14
4,Laurel, MD,-76.86,39.09
3,Laveen, AZ,-112.17,33.38
1,Lawn, PA,-76.57,40.21
1,Lawndale, CA,-118.35,33.9
1,Lawrence, IN,-85.98,39.86
8,Lawrence, KS,-95.25,38.94
6,Lawrenceville, GA,-84.0,33.98
5,Lawrenceville, NJ,-74.68,40.29
2,Lawton, OK,-98.49,34.63
3,Layton, UT,-111.98,41.09
8,League City, TX,-95.06,29.54
2,Leander, TX,-97.86,30.54
1,Leavenworth, KS,-94.91,39.3
2,Leavenworth, WA,-120.66,47.6
2,Leawood, KS,-94.64,38.88
1,Lebanon, IN,-86.47,40.04
1,Lebanon, MO,-92.67,37.68
1,Lebanon, OH,-84.18,39.45
1,Lebanon, OR,-122.91,44.53
1,Lebanon, TN,-86.29,36.19
1,Lebec, CA,-118.95,34.98
1,Ledyard, CT,-71.96,41.47
2,Lee'S Summit, MO,-94.4,38.93
3,Lees Summit, MO,-94.41,38.93
4,Leesburg, VA,-77.55,39.11
3,Lehi, UT,-111.82,40.43
1,Lehigh Valley, PA,-75.41,40.56
1,Leland, NC,-78.02,34.22
2,Lemon Grove, CA,-117.04,32.74
2,Lemont, IL,-88.0,41.65
1,Lemoore, CA,-119.78,36.31
1,Lenexa, KS,-94.74,38.97
1,Lenoir City, TN,-84.26,35.8
1,Lenor City, TN,-84.27,35.82
2,Leominster, MA,-71.74,42.54
1,Levelland, TX,-102.37,33.59
3,Levittown, NY,-73.52,40.73
1,Lewis Center, OH,-83.03,40.2
1,Lewis, OH,-83.02,40.16
2,Lewisburg, PA,-76.89,40.96
1,Lewiston, ID,-117.0,46.41
8,Lewisville, TX,-97.0,33.04
21,Lexington, KY,-84.53,37.99
2,Lexington, MA,-71.23,42.45
3,Lexington, SC,-81.2,34.01
1,Liberty Lake, WA,-117.1,47.67
2,Liberty Township, OH,-84.38,39.38
1,Liberty, MO,-94.45,39.25
1,Liberty, OH,-84.41,39.34
2,Libertyville, IL,-87.95,42.29
3,Lihue, HI,-159.38,21.97
1,Lilburn, GA,-84.06,33.88
1,Lima, OH,-84.12,40.74
2,Lincoln City, OR,-124.01,45.0
1,Lincoln Park, MI,-83.19,42.25
4,Lincoln, CA,-121.3,38.88
8,Lincoln, NE,-96.66,40.72
2,Lincoln, RI,-71.48,41.94
1,Lincolnton, NC,-81.22,35.48
1,Lincolnwood, IL,-87.74,42.01
1,Lincroft, NJ,-74.12,40.33
1,Lindale, TX,-95.39,32.47
1,Linden, NJ,-74.25,40.62
1,Lindsay, CA,-119.1,36.2
1,Lino Lakes, MN,-93.11,45.18
1,Linthicum Heights, MD,-76.68,39.2
1,Lionville, PA,-75.65,40.06
1,Lisbon, CT,-72.0,41.58
2,Lisle, IL,-88.07,41.79
4,Litchfield Park, AZ,-112.34,33.51
2,Lititz, PA,-76.3,40.13
3,Little Elm, TX,-96.89,33.17
1,Little Falls, NY,-74.85,43.05
1,Little Ferry, NJ,-74.04,40.86
1,Little Neck, NY,-73.73,40.76
16,Little Rock, AR,-92.41,34.66
1,Little Rock,", AR",-92.15,34.9
22,Littleton, CO,-105.01,39.59
1,Littleton, MA,-71.48,42.55
1,Live Oak, TX,-98.33,29.56
11,Livermore, CA,-121.72,37.7
1,Liverpool, NY,-76.23,43.14
1,Livingston, CA,-120.74,37.39
1,Livingston, NJ,-74.32,40.8
4,Livonia, MI,-83.42,42.41
1,Lock Haven, PA,-77.46,41.14
2,Lockport, IL,-87.93,41.63
6,Lodi, CA,-121.27,38.1
2,Logan, UT,-111.83,41.72
1,Logansport, IN,-86.33,40.76
2,Loganville, GA,-83.89,33.83
2,Loma Linda, CA,-117.24,34.05
4,Lombard, IL,-88.0,41.84
2,Lompoc, CA,-120.46,34.65
1,London, KY,-84.1,37.11
1,Londonderry, NH,-71.35,42.86
5,Lone Tree, CO,-104.88,39.54
31,Long Beach, CA,-118.19,33.77
2,Long Beach, NY,-73.66,40.58
1,Longmeadow, MA,-72.55,42.06
12,Longmont, CO,-105.13,40.19
3,Longview, TX,-94.72,32.53
6,Longview, WA,-122.94,46.14
1,Longwood, FL,-81.41,28.69
1,Lookout Mountain, GA,-85.35,34.97
1,Loomis, CA,-121.19,38.82
1,Lorain, OH,-82.2,41.43
1,Lorton, VA,-77.26,38.71
1,Los Alamitos, CA,-118.07,33.8
2,Los Alamos, NM,-106.29,35.88
3,Los Altos, CA,-122.12,37.38
128,Los Angeles, CA,-118.34,34.09
3,Los Banos, CA,-120.87,37.06
6,Los Gatos, CA,-121.96,37.24
1,Los Lunas, NM,-106.76,34.81
1,Los Osos, CA,-120.83,35.31
1,Loudonville, NY,-73.78,42.71
2,Louisville, CO,-105.16,39.97
34,Louisville, KY,-85.56,38.3
7,Loveland, CO,-105.08,40.43
1,Loveland, OH,-84.26,39.26
3,Lowell, MA,-71.33,42.64
1,Lower Paxton, PA,-76.8,40.31
11,Lubbock, TX,-101.96,33.55
1,Lucas, TX,-96.62,33.09
3,Ludlow, MA,-72.48,42.17
1,Lufkin, TX,-94.73,31.3
1,Lumberton, NC,-79.01,34.67
1,Lusby, MD,-76.44,38.37
2,Lutz, FL,-82.39,28.19
1,Lynbrook, NY,-73.68,40.66
5,Lynchburg, VA,-79.17,37.35
2,Lynden, WA,-122.48,48.93
2,Lyndhurst, OH,-81.5,41.5
1,Lynn Haven, FL,-85.65,30.22
1,Lynn, MA,-70.96,42.45
1,Lynnfield, MA,-71.03,42.52
21,Lynnwood, WA,-122.33,47.82
2,Lynwood, CA,-118.18,33.93
1,Lyons, IL,-87.83,41.82
1,Macclenny, FL,-82.11,30.26
1,Machesney Park, IL,-89.03,42.37
1,Mackinac City, MI,-84.73,45.78
1,Mackinac Island, MI,-84.62,45.85
1,Macomb Township, MI,-82.91,42.63
1,Macomb, IL,-90.65,40.46
2,Macomb, MI,-82.9,42.64
2,Macon, GA,-83.71,32.87
1,Madeira, OH,-84.36,39.19
4,Madera, CA,-120.13,37.02
2,Madison Heights, MI,-83.11,42.5
3,Madison, AL,-86.74,34.75
1,Madison, CT,-72.6,41.28
1,Madison, NJ,-74.4,40.75
1,Madison, TN,-86.7,36.3
11,Madison, WI,-89.38,43.07
1,Madras, OR,-121.13,44.64
2,Magnolia, TX,-95.57,30.22
1,Mahwah, NJ,-74.15,41.1
1,Maineville, OH,-84.22,39.35
1,Maitland, FL,-81.36,28.63
4,Malibu, CA,-118.81,34.02
1,Malta, NY,-73.79,42.97
1,Malvern, PA,-75.52,40.05
1,Mamaroneck, NY,-73.74,40.94
2,Mammoth Lakes, CA,-118.97,37.64
1,Manahawkin, NJ,-74.29,39.71
1,Manalapan, NJ,-74.3,40.31
6,Manassas, VA,-77.46,38.76
5,Manchester, CT,-72.57,41.77
2,Manchester, MO,-90.52,38.6
4,Manchester, NH,-71.43,42.96
1,Manchester, TN,-86.05,35.46
1,Manchester, VT,-73.05,43.17
2,Mandeville, LA,-90.09,30.38
2,Manhasset, NY,-73.7,40.79
3,Manhattan Beach, CA,-118.4,33.9
3,Manhattan, KS,-96.56,39.18
1,Manhattan, NY,-73.98,40.77
1,Manitowoc, WI,-87.7,44.07
2,Mankato, MN,-93.95,44.17
1,Manor, TX,-97.56,30.35
1,Manorville, NY,-72.8,40.87
1,Mansfield, CT,-72.24,41.8
3,Mansfield, OH,-82.55,40.72
7,Mansfield, TX,-97.12,32.61
6,Manteca, CA,-121.19,37.8
2,Mantua, OH,-81.23,41.29
4,Maple Grove, MN,-93.49,45.13
4,Maple Valley, WA,-122.02,47.36
5,Marana, AZ,-111.1,32.37
1,Marble Falls, TX,-98.27,30.56
1,Marblehead, MA,-70.86,42.5
1,Marco Island, FL,-81.72,25.96
1,Margate City, NJ,-74.5,39.33
1,Margate, FL,-80.21,26.23
3,Maricopa, AZ,-112.04,33.07
14,Marietta, GA,-84.48,33.97
7,Marina Del Rey, CA,-118.44,33.98
3,Marina, CA,-121.81,36.67
1,Marion, IA,-91.57,42.04
2,Marion, IL,-88.98,37.75
1,Marion, IN,-85.67,40.53
2,Marion, OH,-83.08,40.58
6,Marlborough, MA,-71.55,42.35
3,Marquette, MI,-87.46,46.55
1,Marrero, LA,-90.1,29.88
1,Marshall, MI,-84.99,42.27
1,Marshalltown, IA,-92.91,42.04
1,Marshfield, MA,-70.75,42.11
1,Marshfield, WI,-90.16,44.68
5,Martinez, CA,-122.09,37.96
1,Martinez, GA,-82.11,33.51
2,Martinsburg, WV,-77.99,39.44
1,Martinsville, IN,-86.44,39.41
2,Mary Esther, FL,-86.65,30.42
2,Maryland Heights, MO,-90.42,38.7
1,Marysville, CA,-121.59,39.15
1,Marysville, MI,-82.5,42.91
2,Marysville, OH,-83.35,40.24
9,Marysville, WA,-122.19,48.15
2,Maryville, MO,-94.88,40.35
2,Maryville, TN,-83.99,35.75
1,Mashantucket, CT,-71.96,41.47
2,Mashpee, MA,-70.49,41.62
3,Mason City, IA,-93.26,43.15
3,Mason, OH,-84.31,39.31
2,Massapequa, NY,-73.47,40.67
2,Massillon, OH,-81.52,40.77
1,Matawan, NJ,-74.23,40.41
2,Matteson, IL,-87.73,41.51
4,Matthews, NC,-80.71,35.12
1,Mattituck, NY,-72.54,40.99
1,Maumee, OH,-83.66,41.59
1,Maumelle, AR,-92.4,34.85
2,Mayfield Heights, OH,-81.44,41.52
1,Mays Landing, NJ,-74.64,39.45
9,Mcallen, TX,-98.24,26.19
1,Mcchord Afb, WA,-122.49,47.13
3,Mcdonough, GA,-84.22,33.47
1,Mchenry, IL,-88.27,42.36
1,Mckinleyville, CA,-124.1,40.94
7,Mckinney, TX,-96.71,33.2
11,Mclean, VA,-77.18,38.93
3,Mcminnville, OR,-123.21,45.2
3,Mcmurray, PA,-80.08,40.28
1,Mebane, NC,-79.27,36.07
1,Mecca, CA,-116.09,33.57
1,Mechaicsburg, PA,-77.03,40.25
3,Mechanicsburg, PA,-77.01,40.25
3,Mechanicsville, VA,-77.35,37.6
1,Medfield, MA,-71.31,42.19
2,Medford, MA,-71.13,42.42
1,Medford, NJ,-74.81,39.87
3,Medford, NY,-73.0,40.82
10,Medford, OR,-122.85,42.31
1,Media, PA,-75.38,39.92
1,Medina, MN,-93.53,45.05
2,Medina, OH,-81.86,41.16
1,Medway, MA,-71.4,42.15
1,Melbourne Village, FL,-80.67,28.08
4,Melbourne, FL,-80.63,28.13
1,Melrose Park, IL,-87.87,41.91
1,Melrose, MA,-71.06,42.46
2,Melville, NY,-73.42,40.79
23,Memphis, TN,-89.87,35.1
3,Menifee, CA,-117.17,33.68
7,Menlo Park, CA,-122.18,37.45
2,Menomonee Falls, WI,-88.13,43.19
4,Mentor, OH,-81.37,41.66
1,Mequon, WI,-87.92,43.22
5,Merced, CA,-120.48,37.32
1,Mercedes, TX,-97.89,26.16
5,Mercer Island, WA,-122.23,47.54
1,Meriden, CT,-72.81,41.51
6,Meridian, ID,-116.41,43.66
1,Merriam, KS,-94.69,39.02
1,Merrick, NY,-73.55,40.66
1,Merrifield, VA,-77.23,38.88
4,Merrillville, IN,-87.31,41.47
1,Merrimack, NH,-71.51,42.82
1,Merrionette Park, IL,-87.7,41.68
2,Merritt Island, FL,-80.7,28.39
37,Mesa, AZ,-111.84,33.38
1,Mesquite, NV,-114.07,36.81
3,Mesquite, TX,-96.62,32.81
5,Metairie, LA,-90.16,30.0
1,Metarie, LA,-90.13,30.0
2,Methuen, MA,-71.16,42.74
9,Miami Beach, FL,-80.13,25.81
1,Miami Gardens, FL,-80.29,25.94
1,Miami Lakes, FL,-80.33,25.91
1,Miami Shores, FL,-80.19,25.86
1,Miami Springs, FL,-80.28,25.82
1,Miami, AZ,-110.87,33.4
57,Miami, FL,-80.34,25.75
2,Miamisburg, OH,-84.23,39.61
1,Michigan City, IN,-86.89,41.68
2,Middleton, WI,-89.49,43.1
1,Middletown, DE,-75.7,39.45
1,Middletown, KY,-85.52,38.24
1,Middletown, MD,-77.53,39.44
1,Middletown, NJ,-74.13,40.41
2,Middletown, NY,-74.37,41.45
1,Middletown, PA,-76.76,40.2
1,Middletown, RI,-71.3,41.52
1,Midland Park, NJ,-74.14,40.98
1,Midland, MI,-84.25,43.66
6,Midland, TX,-102.14,32.02
1,Midlothian, TX,-97.01,32.48
7,Midlothian, VA,-77.64,37.42
2,Midwest City, OK,-97.4,35.44
2,Milford, CT,-73.04,41.24
1,Milford, MA,-71.5,42.16
2,Milford, MI,-83.6,42.59
2,Milford, OH,-84.23,39.2
3,Mililani, HI,-158.02,21.46
4,Mill Creek, WA,-122.22,47.85
5,Mill Valley, CA,-122.52,37.9
2,Millbrae, CA,-122.39,37.6
1,Millburn, NJ,-74.31,40.72
2,Milledgeville, GA,-83.26,33.11
1,Miller Place, NY,-72.99,40.94
1,Millington, TN,-89.89,35.36
1,Mills River, NC,-82.57,35.4
1,Milltown, NJ,-74.44,40.42
1,Millville, DE,-75.11,38.55
1,Millville, NJ,-75.04,39.42
10,Milpitas, CA,-121.89,37.44
1,Milton, GA,-84.27,34.1
1,Milton, MA,-71.04,42.26
2,Milton, WA,-122.3,47.25
21,Milwaukee, WI,-87.91,42.95
5,Milwaukie, OR,-122.63,45.44
1,Minden, NV,-119.78,38.96
21,Minneapolis, MN,-93.27,44.97
3,Minnetonka, MN,-93.45,44.97
1,Minooka, IL,-88.27,41.42
2,Minot, ND,-101.3,48.23
1,Mint Hill, NC,-80.66,35.17
1,Mira Loma, CA,-117.56,33.98
1,Miramar Beach, FL,-86.31,30.38
3,Miramar, FL,-80.34,25.98
6,Mishawaka, IN,-86.19,41.72
1,Mission Hills, CA,-118.47,34.26
11,Mission Viejo, CA,-117.67,33.56
2,Mission, KS,-94.67,39.02
1,Mission, TX,-98.29,26.2
1,Mississippi State, MS,-88.79,33.45
6,Missoula, MT,-114.02,46.85
5,Missouri City, TX,-95.57,29.57
1,Moab, UT,-109.55,38.57
10,Mobile, AL,-88.18,30.7
19,Modesto, CA,-121.02,37.65
1,Molalla, OR,-122.6,45.15
3,Moline, IL,-90.53,41.47
2,Monaca, PA,-80.3,40.68
1,Monona, WI,-89.32,43.05
1,Monroe, CT,-73.27,41.33
